THM_ID,FLOOR,AISLE,COLUMN,SHELF,LEFT_OR_RIGHT,ARTICLE_CODE,STOCK_AMOUNT
568060970,MZN5,9,17,6,R,11,19
568060972,MZN5,9,17,6,R,11,14
568060972,MZN5,9,17,6,R,9,1
568060980,MZN5,9,17,6,R,13,18
568060981,MZN5,9,17,6,L,10,16
568060981,MZN5,9,17,6,L,12,3
568060982,MZN5,9,17,5,R,13,6
568060983,MZN5,9,17,6,R,10,16
568060985,MZN5,9,17,5,R,10,6
568060985,MZN5,9,17,5,R,12,7
568060986,MZN5,9,17,6,R,8,9
568060988,MZN5,9,17,7,R,8,20
568061446,MZN5,11,1,2,R,14,4
568061447,MZN5,11,1,2,R,14,20
568061448,MZN5,11,2,6,R,14,20
568061449,MZN5,11,2,6,R,14,7
568061449,MZN5,11,2,6,R,15,13
568061450,MZN5,11,2,6,R,14,20
568061458,MZN5,11,1,6,L,15,20
568061459,MZN5,11,1,5,R,15,20
568061463,MZN5,11,2,4,R,16,14
568061464,MZN5,11,1,5,R,16,15
568061488,MZN5,21,16,6,R,15,17
568061489,MZN5,21,15,5,L,15,20
568061490,MZN5,21,16,3,R,15,20
568061491,MZN5,21,15,5,L,16,10
568061491,MZN5,21,15,5,L,15,10
568061492,MZN5,21,16,6,R,16,20
568061493,MZN5,21,16,6,R,16,15
568063871,MZN4,4,3,4,R,9,18
568063873,MZN4,4,3,4,L,10,18
568063874,MZN4,4,3,4,L,10,18
568063876,MZN4,4,3,5,R,12,18
568063877,MZN4,4,3,4,R,12,19
568068609,MZN6,20,1,1,R,1,2
568078407,MZN4,17,14,4,L,32,77
568078418,MZN4,17,13,4,L,30,35
568078425,MZN5,5,12,1,L,30,231
568078962,MZN6,25,3,5,R,23,1
568087751,MZN6,17,2,1,L,77,140
568089028,MZN5,2,19,1,R,58,273
568089029,MZN5,2,19,2,R,57,105
568089031,MZN5,2,19,1,R,57,210
568093464,MZN4,17,14,6,R,24,35
568093466,MZN4,17,14,2,L,32,133
568093467,MZN4,17,14,1,R,28,14
568093467,MZN4,17,14,1,R,25,70
568093469,MZN4,15,10,6,R,32,112
568093471,MZN4,15,10,5,R,28,154
568093473,MZN4,17,14,2,L,31,28
568093473,MZN4,17,14,2,L,28,91
568093475,MZN4,15,10,4,L,31,196
568093484,MZN4,15,10,6,R,26,7
568093486,MZN4,15,10,4,L,27,70
568093486,MZN4,15,10,4,L,26,70
568103839,MZN5,21,3,5,L,64,14
568103839,MZN5,21,3,5,L,69,14
568103839,MZN5,21,3,5,L,71,7
568103839,MZN5,21,3,5,L,75,14
568103839,MZN5,21,3,5,L,76,14
568103839,MZN5,21,3,5,L,77,14
568103839,MZN5,21,3,5,L,73,7
568103839,MZN5,21,3,5,L,74,7
568103839,MZN5,21,3,5,L,65,14
568103839,MZN5,21,3,5,L,68,14
568103839,MZN5,21,3,5,L,66,14
568103839,MZN5,21,3,5,L,67,14
568103841,MZN5,21,3,1,R,74,21
568103841,MZN5,21,3,1,R,71,21
568103841,MZN5,21,3,1,R,66,14
568103841,MZN5,21,3,1,R,77,21
568103841,MZN5,21,3,1,R,67,14
568103841,MZN5,21,3,1,R,69,14
568103841,MZN5,21,3,1,R,73,21
568103841,MZN5,21,3,1,R,68,14
568103841,MZN5,21,3,1,R,70,14
568103841,MZN5,21,3,1,R,75,14
568103841,MZN5,21,3,1,R,64,14
568103841,MZN5,21,3,1,R,65,14
568103841,MZN5,21,3,1,R,76,21
568103842,MZN5,21,3,1,R,75,21
568103842,MZN5,21,3,1,R,77,14
568103842,MZN5,21,3,1,R,73,14
568103842,MZN5,21,3,1,R,69,21
568103842,MZN5,21,3,1,R,76,21
568103842,MZN5,21,3,1,R,71,14
568103842,MZN5,21,3,1,R,74,7
568103842,MZN5,21,3,1,R,67,14
568103842,MZN5,21,3,1,R,64,21
568103842,MZN5,21,3,1,R,65,21
568103842,MZN5,21,3,1,R,66,21
568103842,MZN5,21,3,1,R,68,21
568103842,MZN5,21,3,1,R,70,21
568109530,MZN6,17,3,1,L,78,329
568109531,MZN6,17,3,2,L,78,98
568112350,MZN6,18,9,1,L,64,770
568112352,MZN6,18,9,1,R,67,399
568112352,MZN6,18,9,1,R,69,105
568112401,MZN4,24,9,3,L,64,280
568112628,MZN4,24,6,4,R,71,49
568112630,MZN4,24,6,1,R,64,7
568112636,MZN4,24,7,1,R,80,14
568112637,MZN4,24,6,1,R,64,35
568113037,MZN4,24,6,5,R,66,147
568114279,MZN5,17,7,1,L,64,7
568114279,MZN5,17,7,1,L,71,7
568114279,MZN5,17,7,1,L,74,14
568114279,MZN5,17,7,1,L,66,7
568114280,MZN5,17,8,4,L,65,14
568114280,MZN5,17,8,4,L,67,14
568114280,MZN5,17,8,4,L,74,14
568114280,MZN5,17,8,4,L,64,21
568114280,MZN5,17,8,4,L,69,14
568114280,MZN5,17,8,4,L,77,14
568114280,MZN5,17,8,4,L,68,14
568114280,MZN5,17,8,4,L,75,14
568114280,MZN5,17,8,4,L,66,21
568114280,MZN5,17,8,4,L,71,21
568114280,MZN5,17,8,4,L,73,14
568114280,MZN5,17,8,4,L,76,21
568114281,MZN5,17,8,3,R,66,14
568114281,MZN5,17,8,3,R,64,14
568114281,MZN5,17,8,3,R,68,14
568114281,MZN5,17,8,3,R,69,14
568114281,MZN5,17,8,3,R,75,14
568114281,MZN5,17,8,3,R,76,14
568114281,MZN5,17,8,3,R,71,14
568114281,MZN5,17,8,3,R,77,14
568114281,MZN5,17,8,3,R,73,14
568114281,MZN5,17,8,3,R,74,14
568114281,MZN5,17,8,3,R,65,14
568114281,MZN5,17,8,3,R,67,14
568114282,MZN5,17,7,1,L,64,14
568114282,MZN5,17,7,1,L,66,14
568114282,MZN5,17,7,1,L,75,14
568114282,MZN5,17,7,1,L,77,14
568114282,MZN5,17,7,1,L,67,14
568114282,MZN5,17,7,1,L,74,14
568114282,MZN5,17,7,1,L,76,14
568114282,MZN5,17,7,1,L,65,14
568114282,MZN5,17,7,1,L,71,14
568114282,MZN5,17,7,1,L,73,14
568114282,MZN5,17,7,1,L,68,14
568114282,MZN5,17,7,1,L,69,14
568114283,MZN5,17,7,1,L,75,14
568114283,MZN5,17,7,1,L,77,14
568114283,MZN5,17,7,1,L,65,14
568114283,MZN5,17,7,1,L,66,14
568114283,MZN5,17,7,1,L,69,14
568114283,MZN5,17,7,1,L,67,14
568114283,MZN5,17,7,1,L,68,14
568114283,MZN5,17,7,1,L,74,14
568114283,MZN5,17,7,1,L,64,14
568114283,MZN5,17,7,1,L,76,14
568114283,MZN5,17,7,1,L,73,14
568114283,MZN5,17,7,1,L,71,14
568114284,MZN5,17,8,5,R,67,21
568114284,MZN5,17,8,5,R,74,14
568114284,MZN5,17,8,5,R,77,14
568114284,MZN5,17,8,5,R,64,14
568114284,MZN5,17,8,5,R,65,14
568114284,MZN5,17,8,5,R,69,14
568114284,MZN5,17,8,5,R,73,14
568114284,MZN5,17,8,5,R,68,14
568114284,MZN5,17,8,5,R,75,14
568114284,MZN5,17,8,5,R,76,14
568114284,MZN5,17,8,5,R,71,14
568114284,MZN5,17,8,5,R,66,14
568114285,MZN5,17,9,5,R,66,14
568114285,MZN5,17,9,5,R,69,14
568114285,MZN5,17,9,5,R,67,7
568114285,MZN5,17,9,5,R,71,21
568114285,MZN5,17,9,5,R,77,14
568114285,MZN5,17,9,5,R,64,14
568114285,MZN5,17,9,5,R,68,14
568114285,MZN5,17,9,5,R,65,14
568114285,MZN5,17,9,5,R,73,14
568114285,MZN5,17,9,5,R,76,14
568114285,MZN5,17,9,5,R,74,14
568114285,MZN5,17,9,5,R,75,14
568114646,MZN6,18,9,1,L,65,581
568114653,MZN6,18,10,2,R,68,322
568114657,MZN6,16,5,3,L,79,903
568114658,MZN6,16,8,2,R,79,14
568114658,MZN6,16,8,2,R,80,14
568114660,MZN5,16,3,5,R,75,91
568114660,MZN5,16,3,5,R,76,133
568114661,MZN6,16,5,3,L,73,175
568116402,MZN5,12,2,1,L,66,7
568116402,MZN5,12,2,1,L,71,21
568116402,MZN5,12,2,1,L,74,21
568116402,MZN5,12,2,1,L,64,14
568116403,MZN5,12,2,1,R,64,14
568116403,MZN5,12,2,1,R,75,14
568116403,MZN5,12,2,1,R,74,14
568116403,MZN5,12,2,1,R,66,14
568116403,MZN5,12,2,1,R,71,14
568116404,MZN5,12,2,1,L,66,14
568116404,MZN5,12,2,1,L,75,14
568116404,MZN5,12,2,1,L,64,14
568116404,MZN5,12,2,1,L,74,14
568116404,MZN5,12,2,1,L,71,14
568116606,MZN6,22,3,5,R,65,7
568116606,MZN6,22,3,5,R,66,7
568116606,MZN6,22,3,5,R,70,7
568116606,MZN6,22,3,5,R,64,7
568116606,MZN6,22,3,5,R,74,7
568116606,MZN6,22,3,5,R,71,7
568116606,MZN6,22,3,5,R,69,7
568116606,MZN6,22,3,5,R,76,7
568116607,MZN6,22,3,5,R,68,21
568116607,MZN6,22,3,5,R,72,14
568116607,MZN6,22,3,5,R,73,14
568116607,MZN6,22,3,5,R,77,14
568116607,MZN6,22,3,5,R,64,14
568116607,MZN6,22,3,5,R,69,21
568116607,MZN6,22,3,5,R,76,14
568116607,MZN6,22,3,5,R,67,14
568116607,MZN6,22,3,5,R,75,14
568116607,MZN6,22,3,5,R,65,7
568116607,MZN6,22,3,5,R,66,14
568116607,MZN6,22,3,5,R,70,14
568116607,MZN6,22,3,5,R,71,7
568116607,MZN6,22,3,5,R,74,14
568116608,MZN6,22,2,5,L,72,14
568116608,MZN6,22,2,5,L,74,14
568116608,MZN6,22,2,5,L,77,14
568116608,MZN6,22,2,5,L,64,7
568116608,MZN6,22,2,5,L,70,112
568116608,MZN6,22,2,5,L,73,14
568116608,MZN6,22,2,5,L,76,14
568116608,MZN6,22,2,5,L,69,7
568116608,MZN6,22,2,5,L,75,14
568116608,MZN6,22,2,5,L,65,7
568116608,MZN6,22,2,5,L,71,14
568116609,MZN6,22,2,5,L,75,21
568116609,MZN6,22,2,5,L,71,14
568116609,MZN6,22,2,5,L,73,14
568116609,MZN6,22,2,5,L,72,14
568116609,MZN6,22,2,5,L,74,14
568116609,MZN6,22,2,5,L,76,14
568116609,MZN6,22,2,5,L,77,14
568116610,MZN6,22,3,5,R,64,7
568116610,MZN6,22,3,5,R,76,7
568116610,MZN6,22,3,5,R,77,7
568116610,MZN6,22,3,5,R,66,7
568116610,MZN6,22,3,5,R,71,7
568116610,MZN6,22,3,5,R,74,7
568116611,MZN6,22,3,5,R,64,7
568116611,MZN6,22,3,5,R,75,7
568116611,MZN6,22,3,5,R,70,7
568116611,MZN6,22,3,5,R,66,7
568116611,MZN6,22,3,5,R,73,7
568116611,MZN6,22,3,5,R,67,7
568116611,MZN6,22,3,5,R,69,7
568116611,MZN6,22,3,5,R,74,7
